"08wSFRGYhdMsWOS4yMTlPw"	[[898, 1], [971, 1], [1062, 1], [1401, 1], [1491, 1], [1550, 1], [1583, 1], [1800, 1], [6357, 1], [6698, 1]]
"0LMHrFTQtUoY42AZl1MH6g"	[[333, 1], [343, 1], [857, 2], [858, 2], [860, 1], [872, 1], [893, 1], [923, 1], [976, 1], [1027, 2], [1033, 1], [1048, 1], [1073, 2], [1089, 1], [1102, 1], [1107, 1], [1158, 1], [1159, 1], [1183, 1], [1212, 1], [1262, 1], [1361, 1], [1371, 1], [1387, 1], [1413, 1], [1429, 1], [1431, 1], [1477, 1], [1533, 1], [1596, 1], [1617, 1], [1637, 2], [1721, 1], [1852, 1], [1875, 1], [2049, 1], [2062, 1], [2093, 1], [2099, 1], [2107, 1], [2332, 1], [2350, 1], [2421, 1], [2554, 1], [2597, 1], [2731, 1], [2881, 1], [3162, 1], [3585, 2], [3859, 1], [3904, 1], [3935, 1], [4219, 1], [4271, 1], [4352, 1], [5178, 1], [5466, 1], [6740, 1], [6966, 1], [7176, 1], [7406, 1], [8715, 1], [9766, 1], [10269, 1], [10296, 1], [10497, 1], [10844, 1], [11386, 2], [12282, 1], [14977, 1], [14980, 1], [14982, 1], [14991, 1], [14994, 1], [14999, 1], [15002, 1], [15008, 1], [15009, 1], [15011, 1], [15014, 1]]
"0Mfs3RDXYtuBnJ1RHWqeAA"	[[151, 1], [566, 1], [629, 1], [823, 1], [858, 2], [873, 1], [970, 1], [983, 1], [1070, 1], [1118, 1], [1226, 1], [1302, 1], [1305, 1], [1466, 1], [1476, 1], [1609, 1], [1631, 1], [2102, 1], [2107, 1], [2131, 1], [2152, 1], [2159, 1], [2163, 1], [2237, 1], [2245, 1], [2265, 1], [2272, 1], [2291, 1], [2292, 1], [2315, 1], [2375, 1], [2384, 1], [2404, 1], [2558, 1], [2571, 2]]
"0ORFRUMDfh1P0X0WRRnJGA"	[[872, 1], [986, 1], [1006, 1], [1068, 1], [1107, 1], [1117, 1], [1392, 1], [1484, 1], [1519, 1], [2168, 1], [2266, 1], [2433, 1], [2475, 1], [2650, 1], [3797, 1], [3862, 1], [4480, 1], [6910, 1], [8555, 1], [9835, 1], [15469, 1]]
"0QfV3xDQ87R8mBqa1W7xlQ"	[[380, 1], [629, 2], [857, 3], [893, 1], [903, 1], [923, 2], [928, 1], [968, 1], [972, 2], [1002, 2], [1006, 1], [1027, 1], [1064, 1], [1073, 1], [1114, 1], [1147, 1], [1157, 1], [1216, 2], [1237, 1], [1285, 1], [1391, 1], [1403, 1], [1628, 1], [1650, 1], [1662, 1], [1992, 1], [2076, 1], [2278, 1], [2292, 1], [3362, 1], [3420, 2], [3667, 1], [4255, 1], [4391, 2], [4653, 1], [4750, 1], [4897, 1], [6357, 1], [6990, 1], [7082, 1], [7257, 1], [7595, 1], [15100, 1], [16562, 1], [18664, 1], [21085, 1]]
"0UrlLMlUNQGU-O-iduRoag"	[[858, 1], [908, 1], [948, 2], [955, 1], [980, 1], [990, 1], [1034, 1], [1130, 1], [1188, 1], [1191, 1], [1261, 1], [1293, 2], [1302, 1], [1318, 1], [1430, 1], [1491, 2], [1496, 1], [1513, 1], [1617, 1], [1800, 1], [1818, 1], [1934, 1], [1961, 1], [1969, 1], [2156, 1], [2605, 1], [3362, 2], [3509, 1], [3695, 1], [3956, 4], [4391, 1], [4428, 1], [5329, 2], [5821, 1], [6343, 1], [6551, 1], [7164, 1], [7368, 1], [11200, 1], [14938, 1], [16562, 2], [20507, 1], [21097, 1], [21202, 1], [21358, 1], [21488, 2]]
"0gXtDaDscQPs8tp-gckMiA"	[[826, 1], [857, 1], [858, 1], [868, 1], [872, 1], [877, 1], [882, 1], [884, 4], [889, 1], [891, 1], [892, 1], [893, 1], [948, 1], [962, 1], [994, 1], [1033, 1], [1039, 1], [1129, 1], [1130, 2], [1181, 1], [1226, 1], [1280, 1], [1382, 1], [1411, 1], [1585, 1], [1636, 1], [1638, 1], [1650, 1], [1651, 1], [1689, 2], [1759, 2], [1800, 1], [1913, 1], [1990, 1], [2258, 1], [2272, 1], [2296, 2], [2359, 1], [2893, 1], [2953, 1], [3602, 1], [3767, 1], [4089, 1], [4876, 1], [4897, 3], [5355, 1], [6754, 1], [6930, 3], [7368, 5], [18486, 2], [20949, 4], [21424, 3]]
"0l3x4EgoWVYdla3CPpAKag"	[[882, 2], [933, 1], [978, 1], [980, 1], [1002, 1], [1004, 1], [1185, 1], [1246, 1], [1349, 1], [1517, 1], [1704, 1], [1969, 1], [2415, 1], [2575, 1], [3025, 1], [3204, 1], [3840, 1], [4092, 1], [4268, 1], [4974, 1], [6878, 1], [8247, 1], [9829, 1]]
"0nR2ZCfFkp97G4O6cvZStQ"	[[453, 2], [551, 1], [825, 1], [857, 1], [887, 1], [1002, 1], [1018, 1], [1046, 1], [1073, 1], [1192, 1], [1250, 1], [2553, 2], [3876, 1], [5566, 1]]
"0qWgfjxEUdcJqOnkb3KmJg"	[[299, 1], [343, 1], [380, 1], [453, 1], [572, 1], [629, 1], [836, 1], [857, 2], [872, 1], [892, 1], [933, 1], [1002, 1], [1035, 1], [1040, 1], [1046, 1], [1061, 1], [1063, 2], [1138, 1], [1191, 1], [1269, 1], [1294, 1], [1378, 1], [1428, 1], [1490, 1], [1913, 1], [2152, 2], [2269, 2], [2616, 1], [2678, 1], [2695, 1], [2710, 1], [2711, 1], [2878, 6], [2934, 2], [2945, 2], [3030, 1], [3044, 1], [3091, 1], [3121, 1], [3130, 1], [3186, 1], [3312, 1], [3345, 1], [3364, 1], [3510, 1], [3582, 1], [3652, 1], [3716, 1], [3844, 1], [3926, 1], [4269, 1], [4431, 2]]
"0xZ9qKUrlCxtiq75tX-IcQ"	[[551, 1], [858, 2], [872, 1], [893, 1], [923, 1], [989, 1], [1002, 1], [1039, 1], [1073, 1], [1102, 1], [1107, 1], [1130, 1], [1136, 1], [1138, 1], [1195, 1], [1197, 1], [1226, 1], [1250, 1], [1631, 1], [1722, 1], [1989, 1], [2350, 1], [2878, 1], [2940, 1], [3343, 1], [3356, 1], [3572, 1], [3644, 1], [3828, 1], [4468, 1], [4529, 1], [4557, 1]]
"0ygWZ_gXF8qTm0bY95JJqA"	[[928, 1], [984, 1], [990, 1], [1020, 1], [1033, 1], [1073, 1], [1107, 1], [1138, 1], [1269, 2], [1293, 1], [1577, 1], [2229, 1], [2327, 1], [2876, 1], [2878, 1], [2917, 1], [3349, 1], [3926, 1], [3988, 1], [4507, 1]]
"13ZH2KHiPgCQ0aBvb1Q15g"	[[118, 1], [141, 1], [629, 1], [823, 1], [858, 1], [970, 1], [3335, 1], [4307, 1], [4822, 1], [6825, 1], [13807, 1], [13941, 1]]
"148jNH5eI1ZHXLOm1DHiFg"	[[629, 1], [857, 1], [858, 1], [900, 1], [907, 1], [968, 1], [1002, 1], [1073, 1], [1102, 1], [1226, 1], [1424, 1], [2014, 1], [2616, 1], [4790, 1], [23597, 1]]
"17KObD74hqrluv2TzXnF1Q"	[[839, 3], [842, 1], [869, 1], [984, 1], [1006, 1], [1013, 1], [1066, 1], [1073, 2], [1116, 1], [1117, 1], [1156, 1], [1395, 1], [4732, 1], [6617, 1], [17040, 1], [17042, 3]]
"1PeCyTF3lhqiu1rnGc45dA"	[[857, 1], [858, 1], [903, 1], [906, 1], [970, 1], [981, 1], [1008, 1], [1017, 1], [1042, 1], [1048, 1], [1051, 1], [1111, 1], [1127, 1], [1132, 1], [1140, 1], [1147, 1]]
"1PfEtkSwdXiyeIqExpeKOA"	[[380, 2], [629, 1], [825, 1], [835, 1], [912, 1], [923, 1], [933, 1], [955, 1], [959, 1], [971, 1], [972, 1], [1002, 2], [1005, 1], [1037, 1], [1040, 1], [1073, 1], [1134, 1], [1195, 1], [1216, 2], [1246, 1], [1250, 1], [1295, 1], [1301, 1], [1382, 1], [1433, 1], [1462, 1], [1480, 1], [1484, 1], [1495, 2], [1566, 1], [1620, 1], [1706, 1], [1878, 1], [1964, 1], [1992, 2], [2044, 1], [2296, 1], [2343, 1], [2417, 1], [2465, 1], [2569, 2], [2624, 2], [2881, 1], [3138, 1], [3343, 1], [3362, 1], [3612, 1], [3655, 1], [3826, 1], [4023, 1], [4034, 1], [4116, 1], [4159, 1], [4897, 1], [6098, 1], [6211, 1], [6520, 1], [6990, 1], [7082, 1], [8534, 1], [9175, 1], [9830, 1], [9866, 1], [13470, 1], [16772, 1], [20507, 1], [20777, 1], [20919, 1], [21045, 1], [21220, 1], [21376, 1]]
"1UHD8hJnIBCAzOZoJaD_9Q"	[[141, 1], [348, 1], [845, 2], [857, 1], [929, 1], [976, 1], [984, 1], [1033, 1], [1116, 1], [1172, 1], [1285, 1], [1358, 1], [1382, 1], [1424, 1], [1428, 1], [1477, 1], [2331, 2], [2586, 1], [2616, 1], [3478, 1], [3756, 1], [4531, 1], [6145, 1], [6628, 1], [7452, 1], [10898, 1], [10908, 1], [10922, 1], [10927, 1], [10931, 1]]
"1XkrIaH3wN_n-SK1SbIKdg"	[[141, 1], [443, 1], [566, 1], [597, 1], [629, 1], [849, 1], [858, 2], [866, 1], [867, 1], [887, 1], [892, 1], [971, 1], [978, 1], [986, 1], [1002, 3], [1012, 1], [1044, 1], [1068, 1], [1073, 1], [1098, 1], [1107, 1], [1117, 1], [1134, 1], [1151, 1], [1152, 1], [1161, 1], [1192, 1], [1246, 1], [1318, 1], [1328, 1], [1329, 1], [1342, 1], [1349, 1], [1357, 1], [1381, 1], [1452, 1], [1484, 1], [1495, 1], [1527, 1], [1531, 1], [1594, 1], [1596, 1], [1615, 1], [1634, 3], [1640, 2], [1746, 2], [1801, 1], [2049, 1], [2285, 1], [2366, 1], [2401, 1], [2417, 3], [2467, 1], [2500, 3], [2520, 1], [2623, 2], [2624, 2], [2728, 1], [2777, 1], [2876, 1], [2878, 1], [2917, 1], [2934, 1], [2953, 2], [3103, 1], [3230, 1], [3304, 1], [3343, 1], [3364, 1], [3514, 1], [3519, 1], [3558, 1], [3597, 1], [4129, 1], [4374, 1], [4414, 1], [4415, 1], [4489, 1], [4503, 1], [4520, 1], [4537, 1]]
"1XoCYOBiG6yYO2W3qnC8YA"	[[629, 1], [857, 2], [858, 1], [868, 1], [923, 1], [955, 1], [1002, 1], [2878, 1], [2934, 1], [3135, 1]]
"1Ydc4NN2pZOStnViOlLIOg"	[[24, 1], [240, 1], [629, 1], [836, 1], [857, 1], [858, 1], [933, 1], [937, 1], [1006, 1], [1063, 1], [1073, 1], [1074, 1], [1099, 2], [1117, 1], [1130, 1], [1161, 1], [1177, 1], [1191, 1], [1192, 1], [1220, 1], [1336, 1], [1648, 1], [2167, 1], [2352, 2], [2424, 1], [2443, 1], [2507, 1], [2529, 1], [2634, 1], [2728, 1], [3253, 1], [3335, 1], [3596, 1], [3857, 1], [4234, 1], [4475, 1], [4583, 1], [4585, 1], [4607, 1], [4613, 1], [4626, 1], [4628, 1], [4639, 1], [4662, 1], [4669, 1], [4696, 1], [4716, 1], [4730, 1], [4732, 1]]
"1aFTtM07EI0oHP4PVcGQ1g"	[[333, 1], [629, 1], [1002, 1], [1006, 1], [1042, 1], [1338, 1], [1474, 1], [1648, 1], [4768, 1]]
"1kNsEAhGU8d8xugMuXJGFA"	[[343, 2], [566, 2], [842, 1], [857, 2], [893, 1], [899, 1], [903, 1], [925, 1], [929, 1], [955, 1], [970, 1], [978, 1], [1002, 2], [1046, 1], [1048, 3], [1061, 1], [1073, 3], [1101, 1], [1130, 1], [1134, 1], [1140, 1], [1154, 1], [1155, 1], [1246, 2], [1250, 1], [1295, 2], [1342, 2], [1350, 1], [1428, 1], [1452, 1], [1477, 1], [1484, 1], [1555, 1], [1577, 2], [1615, 2], [1625, 1], [1634, 2], [1640, 1], [1656, 1], [1657, 1], [1681, 1], [1715, 1], [1913, 1], [1964, 1], [1989, 1], [2090, 1], [2181, 1], [2260, 1], [2285, 1], [2309, 1], [2343, 2], [2415, 1], [2421, 1], [2500, 1], [2595, 1], [2603, 1], [2899, 1], [3137, 1], [3208, 1], [3403, 1], [3504, 2], [3633, 3], [3655, 1], [3715, 2], [3738, 3], [3860, 1], [3905, 1], [4162, 1], [4234, 1], [4361, 4], [4971, 1], [5020, 1], [5107, 1], [5116, 1], [5257, 1], [5323, 1], [5824, 1], [6343, 1], [6631, 1], [6990, 1], [6994, 1], [7353, 1], [8383, 1], [9494, 1], [9695, 1], [10056, 1], [10940, 1], [11736, 1], [12214, 1], [12286, 2], [18270, 1], [22584, 1], [22641, 1], [22647, 1], [22648, 1], [22663, 1], [22671, 1]]
"1vtp3XZlzUuSGzNkawu88A"	[[857, 1], [869, 1], [891, 1], [1027, 1], [1033, 1], [1042, 1], [2881, 1], [3343, 1], [3385, 1]]
"1w32_M1nLmQ2yqGQTL_40Q"	[[858, 1], [875, 1], [1063, 1], [1068, 1], [1099, 1], [1161, 1], [1165, 1], [1546, 1], [3435, 1], [3735, 1], [4362, 1]]
"1x-9UrxGrkQsFMev95q5gw"	[[841, 1], [853, 1], [863, 1], [877, 1], [923, 4], [933, 1], [962, 1], [967, 1], [973, 1], [983, 1], [1034, 1], [1035, 1], [1043, 1], [1056, 1], [1064, 1], [1123, 3], [1134, 1], [1157, 1], [1178, 1], [1216, 1], [1222, 1], [1257, 1], [1279, 1], [1295, 1], [1381, 1], [1428, 1], [1497, 1], [1609, 1], [1637, 1], [1681, 1], [1852, 1], [1913, 2], [1989, 1], [2099, 1], [2107, 2], [2261, 1], [2262, 1], [2414, 1], [2503, 1], [2513, 1], [2542, 1], [2629, 1], [2634, 1], [2801, 1], [3438, 1], [3767, 1], [4258, 1], [4345, 1], [4461, 1], [4827, 1], [4917, 1], [5020, 1], [5543, 1], [6098, 1], [6540, 1], [8514, 1], [9230, 1], [9777, 1], [12664, 1], [13325, 1], [15658, 1], [16092, 1], [17517, 1], [20835, 1], [21057, 1], [21463, 1]]
"214hLfaxoLdEndSlOoyk0w"	[[141, 1], [629, 1], [825, 3], [849, 1], [858, 1], [866, 1], [890, 2], [891, 2], [899, 1], [939, 1], [955, 1], [984, 1], [1002, 1], [1009, 2], [1033, 1], [1056, 2], [1073, 1], [1098, 2], [1103, 1], [1109, 2], [1134, 1], [1155, 1], [1159, 1], [1171, 1], [1178, 1], [1188, 1], [1198, 5], [1207, 1], [1225, 1], [1245, 1], [1250, 1], [1295, 1], [1342, 1], [1353, 1], [1418, 1], [1451, 1], [1452, 2], [1546, 1], [1570, 1], [1585, 1], [1628, 1], [1634, 1], [1651, 1], [1681, 1], [1732, 1], [1746, 1], [1826, 2], [1912, 1], [1954, 1], [2200, 3], [2429, 1], [2507, 1], [2634, 1], [2755, 1], [3056, 1], [3078, 1], [3399, 1], [3430, 1], [3832, 1], [4479, 1], [4752, 1], [5076, 1], [5513, 1], [5548, 1], [5794, 1], [6558, 1], [6687, 1], [7632, 2], [10875, 1], [11105, 3], [11155, 1], [11347, 1], [11429, 1]]
"243VUTbQBl8ozvZC3fV0zg"	[[850, 1], [855, 1], [857, 1], [1006, 1], [1033, 1], [1063, 1], [1095, 1], [1122, 1], [1306, 1], [1371, 2], [1490, 1], [1574, 1], [1598, 1], [1615, 1], [1913, 1], [2049, 1], [2099, 1], [2618, 2], [2670, 1], [3076, 1], [4996, 1], [12582, 1], [22974, 1]]
"2CZA3RAos6iubLfRH4ljvA"	[[152, 1], [520, 1], [597, 1], [869, 1], [984, 1], [993, 1], [1002, 1], [1004, 1], [1006, 1], [1033, 1], [1036, 1], [1048, 1], [1068, 1], [1078, 1], [1099, 1], [1130, 1], [1171, 1], [1320, 1], [1462, 1], [1484, 1], [1550, 1], [1648, 1], [1654, 2], [1851, 1], [1879, 1], [1968, 1], [2152, 1], [2448, 1], [2492, 1], [2524, 1], [2736, 2], [2867, 1], [3179, 1], [3368, 1], [3680, 1], [3745, 1], [3786, 1], [4327, 1], [4491, 2], [5062, 1], [5356, 1], [5772, 1], [5894, 1], [6147, 1], [6515, 1], [6671, 1], [10130, 1], [10145, 1], [10154, 1], [10159, 1], [10163, 1], [10180, 1], [10185, 1], [10201, 1], [10212, 1]]
"2Ch6B7LrD0iwbj7PdnjbgQ"	[[222, 1], [333, 1], [380, 1], [891, 1], [928, 1], [990, 1], [1004, 1], [1027, 1], [1045, 1], [1056, 1], [1062, 1], [1114, 1], [1130, 1], [1313, 1], [1317, 1], [1382, 1], [1389, 1], [1413, 1], [1477, 1], [1783, 1], [2046, 1], [2268, 1], [2327, 1], [2417, 1], [2932, 1], [3343, 1], [3612, 1], [4282, 1], [4537, 1], [5198, 1], [9689, 1], [16389, 1], [19964, 1], [19991, 1], [20010, 1]]
"2CmSHM_t6eJSMhGkZ-x6Rg"	[[857, 3], [882, 2], [889, 1], [911, 1], [1005, 1], [1006, 1], [1030, 1], [1033, 2], [1077, 1], [1099, 1], [1207, 1], [1393, 1], [1429, 2], [1615, 1], [1853, 1], [2152, 4], [2312, 1], [2524, 1], [2575, 1], [2624, 1], [2878, 1], [3343, 1], [4197, 1], [4542, 2], [4616, 1], [8547, 1], [13820, 1], [13981, 1], [14027, 1], [14119, 1]]
"2HiNttKgEkrwJQUTrL3Hxw"	[[380, 1], [857, 1], [877, 1], [1062, 1], [1226, 1], [1294, 1], [1594, 1], [2541, 1], [3137, 1], [4533, 1], [7353, 1], [22606, 1]]
"2QTzdJ39PZ5MKBH4jeKxYA"	[[849, 1], [857, 1], [860, 2], [867, 1], [905, 2], [976, 1], [982, 1], [1002, 1], [1046, 1], [1061, 1], [2107, 1], [3022, 1], [3652, 2], [3969, 1], [22894, 1]]
"2TfEDAV9wHvFqCqIAsRCUg"	[[141, 1], [343, 1], [629, 1], [858, 2], [890, 1], [891, 1], [893, 1], [971, 1], [973, 1], [1002, 1], [1033, 1], [1042, 1], [1128, 1], [1138, 1], [1294, 1], [1445, 1], [1621, 1], [1741, 1], [1838, 1], [2801, 1], [2839, 1], [2877, 1], [3008, 1], [3054, 1], [3060, 1], [3343, 1], [4352, 1]]
"2XYdguaaZ7dgi6fAlddujg"	[[118, 1], [333, 1], [827, 1], [851, 1], [853, 1], [872, 1], [887, 1], [893, 1], [898, 1], [975, 1], [1002, 1], [1006, 1], [1042, 1], [1048, 2], [1073, 3], [1075, 1], [1077, 1], [1089, 1], [1099, 1], [1117, 1], [1295, 2], [1301, 1], [1413, 1], [1429, 1], [1492, 1], [1527, 1], [1550, 1], [1570, 1], [1582, 1], [1615, 2], [1666, 1], [1715, 1], [1935, 1], [1952, 1], [2152, 1], [2342, 1], [2343, 1], [2404, 1], [2427, 1], [2559, 1], [2575, 1], [2777, 1], [3238, 1], [4123, 1], [4275, 1], [4302, 1], [4768, 3], [4822, 1], [4902, 1], [5625, 1], [5665, 1], [6272, 1], [6515, 1], [6825, 1], [12470, 2], [13452, 1], [23598, 1], [23605, 1], [23625, 1], [23632, 1], [23635, 1], [23649, 1]]
"2_SZnjs84LTD2ima6K1CMg"	[[923, 1], [928, 1], [947, 1], [964, 1], [1073, 1], [1226, 1], [1430, 1], [1468, 1], [2272, 1], [2311, 1], [3352, 1], [5293, 1], [6319, 1], [10028, 1], [10054, 1], [10062, 1], [10076, 1], [10090, 3], [10099, 1], [10118, 1]]
